approvedSymbol	ID	targetId	maxPhaseChEMBL	geneticScore	UMAP 1	UMAP 2	UMAP 3	cluster
FLT3	R-HSA-5683057,R-HSA-1257604,R-HSA-5684996,R-HSA-2219528,R-HSA-9682385,R-HSA-2404192,R-HSA-2428928,R-HSA-2428924,R-HSA-5673001,R-HSA-9006925,R-HSA-112399,R-HSA-1643685,R-HSA-109704,R-HSA-162582,R-HSA-9703648,R-HSA-5663202,R-HSA-199418,R-HSA-2219530,R-HSA-9006934,R-HSA-6811558,R-HSA-74752,R-HSA-74751	ENSG00000122025		0.42923809975448207	11.535474	7.554413	-0.8013739	3
RHOH	R-HSA-162582	ENSG00000168421		0.3039653988058105	4.7399735	-12.173667	25.680758	1
KEAP1	R-HSA-9755511,R-HSA-5688426,R-HSA-8953897,R-HSA-1643685,R-HSA-9711123,R-HSA-5689880,R-HSA-2262752,R-HSA-9759194,R-HSA-1280218,R-HSA-9824446,R-HSA-597592	ENSG00000079999		0.4559480982087158	12.542075	2.620603	-0.22929554	3
SETDB1	R-HSA-3247509,R-HSA-4839726,R-HSA-74160,R-HSA-3214841,R-HSA-212165	ENSG00000143379		0.3039653988058105	15.504663	3.7439473	4.093281	3
TSC2	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-1257604,R-HSA-2219528,R-HSA-9006925,R-HSA-1643685,R-HSA-162582,R-HSA-9007101,R-HSA-5663202,R-HSA-5674400	ENSG00000103197		0.4559480982087158	12.913318	4.6086793	-0.08670221	3
CHEK2	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-5633007,R-HSA-69541,R-HSA-1640170,R-HSA-69620,R-HSA-69580,R-HSA-69563,R-HSA-69615,R-HSA-6804756,R-HSA-6806003,R-HSA-6804757,R-HSA-5693532	ENSG00000183765		0.3039653988058105	12.862692	2.4536097	1.6383747	3
FGFR3	R-HSA-5683057,R-HSA-1257604,R-HSA-5684996,R-HSA-5654706,R-HSA-2219528,R-HSA-5654708,R-HSA-2404192,R-HSA-2428928,R-HSA-2428924,R-HSA-5673001,R-HSA-9006925,R-HSA-190236,R-HSA-112399,R-HSA-1643685,R-HSA-109704,R-HSA-162582,R-HSA-1226099,R-HSA-5663202,R-HSA-5655332,R-HSA-5654741,R-HSA-5654732,R-HSA-199418,R-HSA-2219530,R-HSA-9006934,R-HSA-6811558,R-HSA-74752,R-HSA-74751	ENSG00000068078		0.4559480982087158	10.941845	7.317119	-0.08357782	3
ITGAV	R-HSA-109582,R-HSA-1266738,R-HSA-8953897,R-HSA-2173789,R-HSA-162582,R-HSA-9855142,R-HSA-9860931,R-HSA-6798695,R-HSA-1280218,R-HSA-9006936,R-HSA-3000171,R-HSA-9006934,R-HSA-9675108,R-HSA-3000178,R-HSA-202733	ENSG00000138448		0.3039653988058105	13.043966	5.187506	1.5194597	3
MLH1	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-1474165,R-HSA-912446,R-HSA-1643685,R-HSA-1640170,R-HSA-6796648,R-HSA-1500620	ENSG00000076242		0.3039653988058105	14.10346	2.685552	1.1701378	3
SETD2	R-HSA-3247509,R-HSA-4839726,R-HSA-3214841	ENSG00000181555		0.4559480982087158	15.2553215	4.9794083	5.922201	-1
U2AF1	R-HSA-73857,R-HSA-74160,R-HSA-72172,R-HSA-72163	ENSG00000160201		0.4559480982087158	15.707701	3.9954913	1.9993157	3
HIP1	R-HSA-1643685,R-HSA-5663202	ENSG00000127946		0.3039653988058105	6.6196337	6.4161673	1.7393094	3
FBXO11	R-HSA-1280218,R-HSA-597592	ENSG00000138081		0.4559480982087158	12.448136	3.6627958	-0.88698316	3
GMPS	R-HSA-1430728	ENSG00000163655		0.15198269940290526	15.671289	20.788542	6.857985	0
IRF1	R-HSA-109582,R-HSA-983231,R-HSA-909733,R-HSA-5357801	ENSG00000125347		0.5561601138747658	12.549304	5.158303	2.1936731	3
MITF	R-HSA-1266738,R-HSA-9730414,R-HSA-9856649,R-HSA-9856651,R-HSA-2990846,R-HSA-3108232,R-HSA-9825892,R-HSA-597592	ENSG00000187098		0.4559480982087158	14.748332	3.6054325	2.410509	3
IRS4	R-HSA-2404192,R-HSA-2428928,R-HSA-2428924,R-HSA-162582,R-HSA-9006934	ENSG00000133124		0.4559480982087158	11.141167	7.7033243	-0.39258996	3
RHOA	R-HSA-6785631,R-HSA-109582,R-HSA-1266738,R-HSA-195721,R-HSA-5688426,R-HSA-400685,R-HSA-198203,R-HSA-162582,R-HSA-6798695,R-HSA-5689896,R-HSA-3858494,R-HSA-416572,R-HSA-9006936,R-HSA-8848021,R-HSA-9006927,R-HSA-9006934,R-HSA-597592,R-HSA-9675108,R-HSA-1227986,R-HSA-8849471	ENSG00000067560		0.4559480982087158	13.407939	5.7161927	-0.0032712207	3
TMPRSS2	R-HSA-1643685,R-HSA-9824446	ENSG00000184012		0.15198269940290526	11.9774065	2.6819649	-1.7816889	-1
EPS15	R-HSA-9764265,R-HSA-9764274,R-HSA-421270,R-HSA-418990,R-HSA-9759476,R-HSA-446728,R-HSA-1500931,R-HSA-177929,R-HSA-1643685,R-HSA-162582,R-HSA-6806834,R-HSA-9764561,R-HSA-9766229,R-HSA-8856825,R-HSA-8876384,R-HSA-9006934	ENSG00000085832		0.607930797611621	12.863569	3.7942293	2.5999622	3
MANBA	R-HSA-1430728,R-HSA-6798695	ENSG00000109323		0.03449579869346069	12.083836	4.2584395	-0.08522568	3
TP53	R-HSA-73857,R-HSA-109582,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-2559585,R-HSA-1266738,R-HSA-1257604,R-HSA-8878159,R-HSA-983231,R-HSA-5688426,R-HSA-2559583,R-HSA-5633007,R-HSA-9006925,R-HSA-8953897,R-HSA-1643685,R-HSA-109606,R-HSA-2559580,R-HSA-69278,R-HSA-162582,R-HSA-5689880,R-HSA-2262752,R-HSA-166016,R-HSA-168898,R-HSA-69541,R-HSA-937061,R-HSA-166166,R-HSA-5663202,R-HSA-1640170,R-HSA-2990846,R-HSA-3108232,R-HSA-8853884,R-HSA-6796648,R-HSA-157118,R-HSA-5689896,R-HSA-69620,R-HSA-9734009,R-HSA-6804758,R-HSA-69580,R-HSA-69563,R-HSA-69615,R-HSA-449147,R-HSA-5357801,R-HSA-109581,R-HSA-6804756,R-HSA-597592,R-HSA-6806003,R-HSA-6804757,R-HSA-2559586,R-HSA-6807070,R-HSA-168164,R-HSA-9645723,R-HSA-5693532,R-HSA-166058,R-HSA-181438,R-HSA-168179,R-HSA-168188	ENSG00000141510		0.4559480982087158	12.193582	4.061003	0.8838009	3
ARAF	R-HSA-5683057,R-HSA-5684996,R-HSA-5673001,R-HSA-1643685,R-HSA-162582,R-HSA-5663202	ENSG00000078061		0.3039653988058105	12.87315	6.60206	-0.4368837	3
BLM	R-HSA-73857,R-HSA-212436,R-HSA-180786,R-HSA-3700989,R-HSA-74160,R-HSA-5693537,R-HSA-5693568,R-HSA-5633007,R-HSA-1474165,R-HSA-912446,R-HSA-73886,R-HSA-1643685,R-HSA-157579,R-HSA-9709603,R-HSA-9704331,R-HSA-9701192,R-HSA-9701193,R-HSA-9704646,R-HSA-5693554,R-HSA-1640170,R-HSA-5685942,R-HSA-2990846,R-HSA-3108232,R-HSA-1500620,R-HSA-69620,R-HSA-5693567,R-HSA-5693538,R-HSA-6804756,R-HSA-597592,R-HSA-5693532,R-HSA-9709570,R-HSA-9701190,R-HSA-9675136,R-HSA-5693579,R-HSA-5693607,R-HSA-5693616	ENSG00000197299		0.4559480982087158	12.408088	1.6674241	1.1941348	3
NSD3	R-HSA-3247509,R-HSA-4839726,R-HSA-3214841	ENSG00000147548		0.4559480982087158	15.450094	4.9480515	6.0152636	-1
PIM1	R-HSA-9682385,R-HSA-1643685,R-HSA-9703465,R-HSA-9703648,R-HSA-5663202,R-HSA-449147	ENSG00000137193		0.4559480982087158	9.888704	5.1744065	1.0772995	3
PMS2	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-1643685,R-HSA-6796648	ENSG00000122512		0.3039653988058105	15.68154	2.0335073	1.0173194	3
TPM3	R-HSA-1643685,R-HSA-162582,R-HSA-5663202	ENSG00000143549		0.4559480982087158	11.685696	6.4515085	-0.6602507	3
TRIM27	R-HSA-1257604,R-HSA-9006925,R-HSA-1643685,R-HSA-162582,R-HSA-2990846,R-HSA-3108232,R-HSA-597592,R-HSA-6807070	ENSG00000204713		0.3039653988058105	13.810004	5.2987585	-1.0016575	3
CLTC	R-HSA-1266738,R-HSA-195721,R-HSA-1643685,R-HSA-162582,R-HSA-5663202,R-HSA-3858494,R-HSA-8856825,R-HSA-9013420,R-HSA-1280218,R-HSA-9824446,R-HSA-9006934,R-HSA-9675108	ENSG00000141367		0.4559480982087158	12.183653	5.3672037	0.39052728	3
EPHA3	R-HSA-1266738,R-HSA-9675108	ENSG00000044524		0.3039653988058105	1.5930521	-1.1530962	-9.167353	2
PICALM	R-HSA-162582,R-HSA-8856825	ENSG00000073921		0.3039653988058105	13.758328	5.9291253	0.031932764	3
RUNX1	R-HSA-8878171,R-HSA-8939236,R-HSA-73857,R-HSA-9006931,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-8939211,R-HSA-8878159,R-HSA-8951936,R-HSA-9018519,R-HSA-8934593,R-HSA-425407,R-HSA-1643685,R-HSA-162582,R-HSA-8878166,R-HSA-9692914,R-HSA-157118,R-HSA-8936459,R-HSA-9616222,R-HSA-9824446,R-HSA-8939243	ENSG00000159216		0.607930797611621	15.259732	3.1687882	0.81295234	3
DICER1	R-HSA-74160,R-HSA-1266738,R-HSA-9730414,R-HSA-9856651	ENSG00000100697		0.4559480982087158	15.576166	4.3007464	4.1237383	3
CEP43	R-HSA-1643685,R-HSA-69278,R-HSA-1226099,R-HSA-5663202,R-HSA-1640170,R-HSA-5655302,R-HSA-1839124,R-HSA-5620912	ENSG00000213066		0.5266476206405899	10.385943	4.2731533	1.4617829	3
NF1	R-HSA-5683057,R-HSA-5684996,R-HSA-5673001,R-HSA-1643685,R-HSA-162582,R-HSA-5663202,R-HSA-5658442	ENSG00000196712		0.4559480982087158	12.79005	6.656147	-0.48815048	3
DDR2	R-HSA-3000171	ENSG00000162733		0.3039653988058105	13.379396	4.54918	1.2751299	-1
TEC	R-HSA-2454202,R-HSA-162582,R-HSA-449147,R-HSA-9006934	ENSG00000135605		0.3039653988058105	11.193652	6.1474185	-0.3521646	3
CDH17	R-HSA-421270,R-HSA-418990,R-HSA-446728,R-HSA-1500931	ENSG00000079112		0.3039653988058105	13.004724	4.0094457	3.9969378	3
CXCR4	R-HSA-1266738,R-HSA-373076,R-HSA-375276,R-HSA-380108,R-HSA-1474165,R-HSA-500792,R-HSA-1643685,R-HSA-162582,R-HSA-9758941,R-HSA-418594,R-HSA-9824446,R-HSA-9675108	ENSG00000121966		0.4559480982087158	13.691566	5.3567924	0.13353144	3
ERBB2	R-HSA-5683057,R-HSA-73857,R-HSA-6785631,R-HSA-212436,R-HSA-74160,R-HSA-8847993,R-HSA-1266738,R-HSA-1257604,R-HSA-1963642,R-HSA-5684996,R-HSA-1250196,R-HSA-2219528,R-HSA-5673001,R-HSA-9006925,R-HSA-1963640,R-HSA-1643685,R-HSA-400685,R-HSA-162582,R-HSA-5663202,R-HSA-8864260,R-HSA-199418,R-HSA-416572,R-HSA-8863795,R-HSA-2219530,R-HSA-9664565,R-HSA-1227990,R-HSA-8848021,R-HSA-9006927,R-HSA-9006934,R-HSA-6811558,R-HSA-9665686,R-HSA-9675108,R-HSA-1227986	ENSG00000141736		0.4559480982087158	12.070658	6.4453144	0.049812663	3
ARHGEF12	R-HSA-1266738,R-HSA-400685,R-HSA-162582,R-HSA-416572,R-HSA-9675108	ENSG00000196914		0.4559480982087158	14.710079	4.901386	2.472489	3
NSD1	R-HSA-3247509,R-HSA-4839726,R-HSA-3214841	ENSG00000165671		0.3039653988058105	15.433072	5.1300187	6.0903172	-1
CDH10	R-HSA-421270,R-HSA-418990,R-HSA-446728,R-HSA-1500931	ENSG00000040731		0.3039653988058105	13.060255	3.9665804	3.9261603	3
TSC1	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-162582,R-HSA-9007101	ENSG00000165699		0.4559480982087158	15.545057	3.1806962	1.0219461	3
AXIN2	R-HSA-195721,R-HSA-5688426,R-HSA-201681,R-HSA-201722,R-HSA-162582,R-HSA-5689880,R-HSA-4086398,R-HSA-195253,R-HSA-3858494,R-HSA-597592	ENSG00000168646		0.4559480982087158	14.63808	5.055176	-0.19037741	3
CHST11	R-HSA-1430728	ENSG00000171310		0.3039653988058105	15.730215	20.56813	7.148985	0
MAML2	R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-9013508,R-HSA-8878159,R-HSA-9012852,R-HSA-1643685,R-HSA-162582,R-HSA-5663202,R-HSA-9758941,R-HSA-157118,R-HSA-9013694,R-HSA-350054,R-HSA-2122947,R-HSA-9013695,R-HSA-9793380	ENSG00000184384		0.3039653988058105	14.679564	4.814535	0.86716205	3
MSH2	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-1643685,R-HSA-6796648	ENSG00000095002		0.4559480982087158	15.715686	1.9796733	0.9442189	3
WRN	R-HSA-73857,R-HSA-212436,R-HSA-180786,R-HSA-3700989,R-HSA-74160,R-HSA-5693537,R-HSA-5693568,R-HSA-5633007,R-HSA-73886,R-HSA-1643685,R-HSA-157579,R-HSA-9709603,R-HSA-9704331,R-HSA-9701192,R-HSA-9701193,R-HSA-9704646,R-HSA-5693554,R-HSA-1640170,R-HSA-5685942,R-HSA-2990846,R-HSA-3108232,R-HSA-69620,R-HSA-5693567,R-HSA-5693538,R-HSA-6804756,R-HSA-597592,R-HSA-5693532,R-HSA-9709570,R-HSA-9701190,R-HSA-9675136,R-HSA-5693579,R-HSA-5693607,R-HSA-5693616	ENSG00000165392		0.4559480982087158	12.235914	1.7351018	1.3657773	3
EIF4A2	R-HSA-1266738,R-HSA-156827,R-HSA-72613,R-HSA-72737,R-HSA-72766,R-HSA-72706	ENSG00000156976		0.15198269940290526	13.715869	2.6759043	-0.5932506	3
SMC1A	R-HSA-9006931,R-HSA-8939211,R-HSA-9018519,R-HSA-1474165,R-HSA-69278,R-HSA-162582,R-HSA-1640170,R-HSA-2990846,R-HSA-3108232,R-HSA-1500620,R-HSA-597592	ENSG00000072501		0.3039653988058105	13.695106	5.582662	-0.60120106	3
SS18	R-HSA-4839726,R-HSA-74160,R-HSA-1266738,R-HSA-9730414,R-HSA-9856651,R-HSA-212165	ENSG00000141380		0.15198269940290526	15.760998	4.102526	4.204294	3
ARHGEF10L	R-HSA-162582	ENSG00000074964		0.3039653988058105	4.531917	-12.054946	25.862558	1
LATS2	R-HSA-162582	ENSG00000150457		0.3039653988058105	4.7612395	-12.0735235	25.803661	1
MAP2K4	R-HSA-2559583,R-HSA-2454202,R-HSA-8953897,R-HSA-1643685,R-HSA-2559580,R-HSA-2262752,R-HSA-166016,R-HSA-168898,R-HSA-448424,R-HSA-937061,R-HSA-166166,R-HSA-450294,R-HSA-449147,R-HSA-168164,R-HSA-166058,R-HSA-181438,R-HSA-168179,R-HSA-168188	ENSG00000065559		0.4559480982087158	10.796678	4.849803	-0.5478386	3
SMARCA4	R-HSA-8878171,R-HSA-3247509,R-HSA-4839726,R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-9764265,R-HSA-9764274,R-HSA-1266738,R-HSA-421270,R-HSA-418990,R-HSA-9759476,R-HSA-446728,R-HSA-1500931,R-HSA-195721,R-HSA-9730414,R-HSA-201681,R-HSA-9764560,R-HSA-9933939,R-HSA-201722,R-HSA-162582,R-HSA-9856651,R-HSA-449147,R-HSA-3214858,R-HSA-9675108,R-HSA-212165,R-HSA-8939243	ENSG00000127616		0.4559480982087158	13.985343	4.1071815	2.596558	3
KLK2	R-HSA-162582,R-HSA-1474228	ENSG00000167751		0.15198269940290526	13.6288395	6.078764	0.55145234	3
MET	R-HSA-5683057,R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-1257604,R-HSA-5684996,R-HSA-2219528,R-HSA-5673001,R-HSA-9006925,R-HSA-1643685,R-HSA-9730414,R-HSA-400685,R-HSA-162582,R-HSA-6806834,R-HSA-9856651,R-HSA-5663202,R-HSA-9825892,R-HSA-199418,R-HSA-8876384,R-HSA-2219530,R-HSA-9006934,R-HSA-6811558,R-HSA-9675108,R-HSA-8851805	ENSG00000105976		0.4559480982087158	12.844594	5.411247	0.16017787	3
USP44	R-HSA-5688426,R-HSA-5689880,R-HSA-597592	ENSG00000136014		0.3039653988058105	14.402529	3.4454935	-1.0658475	-1
KNL1	R-HSA-73886,R-HSA-69278,R-HSA-162582,R-HSA-1640170,R-HSA-69620	ENSG00000137812		0.4559480982087158	10.9854355	3.4042718	1.8390068	3
FOXL2	R-HSA-1266738,R-HSA-2990846,R-HSA-3108232,R-HSA-597592	ENSG00000183770		0.3039653988058105	14.239679	3.4159899	-0.54737175	3
STARD3	R-HSA-1430728	ENSG00000131748		0.16591559420062427	15.727479	20.846235	6.7640395	0
ARID1A	R-HSA-3247509,R-HSA-4839726,R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-9764265,R-HSA-9764274,R-HSA-1266738,R-HSA-421270,R-HSA-418990,R-HSA-9759476,R-HSA-446728,R-HSA-1500931,R-HSA-9730414,R-HSA-9856651,R-HSA-3214858,R-HSA-212165,R-HSA-8939243,R-HSA-8878171	ENSG00000117713		0.4559480982087158	13.953821	3.7645323	3.1613204	3
FANCD2	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-6796648,R-HSA-6783310	ENSG00000144554		0.4559480982087158	16.274658	1.9885924	1.2861814	3
ERCC4	R-HSA-5693567,R-HSA-5693538,R-HSA-5693532,R-HSA-6783310	ENSG00000175595		0.3039653988058105	12.032541	1.6956983	2.1788843	-1
DAXX	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-5633007,R-HSA-73886,R-HSA-1643685,R-HSA-157579,R-HSA-9609690,R-HSA-9609646,R-HSA-1640170,R-HSA-2990846,R-HSA-3108232,R-HSA-9824446,R-HSA-597592,R-HSA-6806003,R-HSA-6804757,R-HSA-3899300,R-HSA-9675126	ENSG00000204209		0.3039653988058105	14.050521	2.9081924	0.046948854	3
PPFIBP1	R-HSA-1643685,R-HSA-5663202	ENSG00000110841		0.3039653988058105	6.470158	6.4891696	1.33384	3
AKT1	R-HSA-73857,R-HSA-9006931,R-HSA-109582,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-1266738,R-HSA-8939211,R-HSA-1257604,R-HSA-195721,R-HSA-9755511,R-HSA-9856530,R-HSA-1430728,R-HSA-9006925,R-HSA-8953897,R-HSA-1643685,R-HSA-201681,R-HSA-9711123,R-HSA-69278,R-HSA-162582,R-HSA-2262752,R-HSA-8878166,R-HSA-453279,R-HSA-5663202,R-HSA-9855142,R-HSA-9860931,R-HSA-1640170,R-HSA-157118,R-HSA-449147,R-HSA-1280218,R-HSA-5357801,R-HSA-9013694,R-HSA-109581,R-HSA-196854,R-HSA-9824446,R-HSA-69656,R-HSA-69202,R-HSA-9006934,R-HSA-6807070,R-HSA-69206	ENSG00000142208		0.4559480982087158	12.670051	4.8872166	0.8710022	3
GATA3	R-HSA-8939236,R-HSA-73857,R-HSA-9006931,R-HSA-109582,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-8939211,R-HSA-983231,R-HSA-9018519,R-HSA-5688426,R-HSA-162582,R-HSA-5689880,R-HSA-9830369,R-HSA-449147,R-HSA-597592,R-HSA-8878171	ENSG00000107485		0.9113063151986024	14.558344	3.803629	0.9410498	3
NRG1	R-HSA-5683057,R-HSA-6785631,R-HSA-8847993,R-HSA-1257604,R-HSA-1963642,R-HSA-5684996,R-HSA-1250196,R-HSA-2219528,R-HSA-5673001,R-HSA-9006925,R-HSA-1963640,R-HSA-1643685,R-HSA-1236394,R-HSA-162582,R-HSA-5663202,R-HSA-199418,R-HSA-8863795,R-HSA-2219530,R-HSA-1250347,R-HSA-9664565,R-HSA-1227990,R-HSA-8848021,R-HSA-9006927,R-HSA-9006934,R-HSA-6811558,R-HSA-9665686,R-HSA-1251985,R-HSA-1227986	ENSG00000157168		0.4559480982087158	11.40275	7.7454066	-0.79682314	3
ARNT	R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-1430728,R-HSA-8953897,R-HSA-2262752,R-HSA-9634815	ENSG00000143437		0.3039653988058105	13.208405	2.485582	1.5946434	3
CBFB	R-HSA-8939236,R-HSA-73857,R-HSA-9006931,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-8939211,R-HSA-8878159,R-HSA-8951936,R-HSA-9018519,R-HSA-8934593,R-HSA-162582,R-HSA-8878166,R-HSA-8941326,R-HSA-8936459,R-HSA-8940973,R-HSA-8941858,R-HSA-8939243,R-HSA-8878171	ENSG00000067955		0.4559480982087158	15.689784	2.9971256	0.85794497	3
CD80	R-HSA-1257604,R-HSA-2219528,R-HSA-9006925,R-HSA-1643685,R-HSA-162582,R-HSA-5663202,R-HSA-199418,R-HSA-449147,R-HSA-1280218,R-HSA-2219530,R-HSA-6783783,R-HSA-6811558	ENSG00000121594		0.048626817713827694	11.779421	6.4149184	-0.79189867	3
KDM5A	R-HSA-3247509,R-HSA-4839726,R-HSA-1266738	ENSG00000073614		0.3039653988058105	15.475392	4.565925	5.2049785	3
EBF1	R-HSA-1266738,R-HSA-9843745	ENSG00000164330		0.4559480982087158	16.464882	3.0469263	7.40885	2
JUN	R-HSA-5683057,R-HSA-73857,R-HSA-9006931,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-1266738,R-HSA-8939211,R-HSA-1257604,R-HSA-2559582,R-HSA-9018519,R-HSA-2559583,R-HSA-2454202,R-HSA-9006925,R-HSA-8953897,R-HSA-5619507,R-HSA-5617472,R-HSA-1643685,R-HSA-5687128,R-HSA-2559580,R-HSA-162582,R-HSA-2262752,R-HSA-166016,R-HSA-168898,R-HSA-448424,R-HSA-937061,R-HSA-166166,R-HSA-450294,R-HSA-5663202,R-HSA-6796648,R-HSA-157118,R-HSA-9734009,R-HSA-449147,R-HSA-6807070,R-HSA-168164,R-HSA-9645723,R-HSA-166058,R-HSA-181438,R-HSA-168179,R-HSA-168188	ENSG00000177606		0.4559480982087158	11.577501	5.166236	-0.0020804182	3
OAT	R-HSA-1430728,R-HSA-71291	ENSG00000065154		0.03233620758190868	15.371195	21.037443	6.733726	0
RTEL1	R-HSA-180786,R-HSA-5693537,R-HSA-1430728,R-HSA-73886,R-HSA-157579,R-HSA-5693554,R-HSA-1640170,R-HSA-5685942,R-HSA-5693567,R-HSA-5693538,R-HSA-5693532	ENSG00000258366		0.3798309495608791	11.928352	1.9566156	2.026577	3
CREBBP	R-HSA-3247509,R-HSA-4839726,R-HSA-73857,R-HSA-9006931,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-1266738,R-HSA-8939211,R-HSA-8878159,R-HSA-9012852,R-HSA-195721,R-HSA-9755511,R-HSA-9018519,R-HSA-1430728,R-HSA-8953897,R-HSA-5619507,R-HSA-5617472,R-HSA-1643685,R-HSA-9730414,R-HSA-201681,R-HSA-201722,R-HSA-9856649,R-HSA-9711123,R-HSA-162582,R-HSA-2262752,R-HSA-9759194,R-HSA-5621575,R-HSA-5663202,R-HSA-9758941,R-HSA-2990846,R-HSA-3108232,R-HSA-9933387,R-HSA-8864260,R-HSA-157118,R-HSA-9634815,R-HSA-9843745,R-HSA-9013694,R-HSA-9824446,R-HSA-1834949,R-HSA-597592,R-HSA-2122947,R-HSA-9013695,R-HSA-9793380,R-HSA-212165,R-HSA-5621481,R-HSA-3899300,R-HSA-8878171	ENSG00000005339		0.4559480982087158	13.915192	4.3567305	1.1766942	3
DDC	R-HSA-1430728,R-HSA-71291	ENSG00000132437		0.29729987443469263	15.3718195	20.991333	7.143689	0
ZBTB16	R-HSA-1280218,R-HSA-597592	ENSG00000109906		0.4559480982087158	12.466587	3.516468	-0.91691613	3
FGFR2	R-HSA-5683057,R-HSA-1257604,R-HSA-5684996,R-HSA-2219528,R-HSA-5654700,R-HSA-2404192,R-HSA-2428928,R-HSA-2428924,R-HSA-5673001,R-HSA-9006925,R-HSA-190236,R-HSA-112399,R-HSA-1643685,R-HSA-109704,R-HSA-162582,R-HSA-1226099,R-HSA-5663202,R-HSA-5654696,R-HSA-5655253,R-HSA-199418,R-HSA-2219530,R-HSA-5654738,R-HSA-9006934,R-HSA-6811558,R-HSA-74752,R-HSA-74751	ENSG00000066468		0.4559480982087158	11.058362	7.2953725	-0.20175014	3
KDM6A	R-HSA-3247509,R-HSA-4839726,R-HSA-74160,R-HSA-1266738,R-HSA-5619507,R-HSA-5617472,R-HSA-212165	ENSG00000147050		0.4559480982087158	15.515524	4.0602365	4.0438952	3
CCNE1	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-2559583,R-HSA-8953897,R-HSA-1643685,R-HSA-69278,R-HSA-162582,R-HSA-2262752,R-HSA-453279,R-HSA-1640170,R-HSA-69236,R-HSA-69231,R-HSA-9659787,R-HSA-9661069,R-HSA-69620,R-HSA-69580,R-HSA-69563,R-HSA-69615,R-HSA-8848021,R-HSA-9006927,R-HSA-69656,R-HSA-69202,R-HSA-2559586,R-HSA-9687139,R-HSA-69206,R-HSA-9675126	ENSG00000105173		0.4559480982087158	11.4112215	3.4461653	1.5150768	3
EML4	R-HSA-1643685,R-HSA-69278,R-HSA-5663202,R-HSA-1640170	ENSG00000143924		0.3039653988058105	10.59944	3.8560443	1.4371973	3
BRAF	R-HSA-5683057,R-HSA-5684996,R-HSA-5673001,R-HSA-190236,R-HSA-1643685,R-HSA-162582,R-HSA-5663202,R-HSA-5654736,R-HSA-5654726,R-HSA-9006934	ENSG00000157764		0.4559480982087158	11.00807	7.0846353	0.12695444	3
AXIN1	R-HSA-73857,R-HSA-9006931,R-HSA-212436,R-HSA-74160,R-HSA-8939211,R-HSA-195721,R-HSA-9018519,R-HSA-5688426,R-HSA-1643685,R-HSA-201681,R-HSA-162582,R-HSA-5689880,R-HSA-5663202,R-HSA-195253,R-HSA-597592,R-HSA-8878171	ENSG00000103126		0.4559480982087158	14.371188	4.9331255	0.023739953	3
FIGNL1	R-HSA-5693537,R-HSA-5693568,R-HSA-1474165,R-HSA-912446,R-HSA-1640170,R-HSA-5685942,R-HSA-1500620,R-HSA-5693567,R-HSA-5693538,R-HSA-5693532	ENSG00000132436		0.6202346811050297	12.068374	1.5060564	2.0426643	3
LHPP	R-HSA-1430728	ENSG00000107902		0.45580314628576685	15.591814	20.699095	7.0173874	0
POLE	R-HSA-69278,R-HSA-453279,R-HSA-1640170,R-HSA-5685942,R-HSA-5693567,R-HSA-5693538,R-HSA-69206,R-HSA-5693532	ENSG00000177084	2.0	0.3039653988058105	11.726942	2.4285803	1.8527237	3
PRDM1	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-5633007,R-HSA-1474165,R-HSA-162582,R-HSA-9006934,R-HSA-6806003	ENSG00000057657		0.4559480982087158	15.517805	3.2742186	0.6562527	3
BCL11A	R-HSA-4839726,R-HSA-1643685,R-HSA-5663202	ENSG00000119866		0.4559480982087158	10.773758	4.453623	1.0874839	3
FLI1	R-HSA-1266738,R-HSA-9616222	ENSG00000151702		0.4559480982087158	16.820732	2.7779052	7.6145215	2
