approvedSymbol	ID	targetId	maxPhaseChEMBL	geneticScore	UMAP 1	UMAP 2	UMAP 3	cluster
ERBB3	R-HSA-5683057,R-HSA-6785631,R-HSA-8847993,R-HSA-1257604,R-HSA-1963642,R-HSA-5684996,R-HSA-1250196,R-HSA-2219528,R-HSA-5673001,R-HSA-9006925,R-HSA-1643685,R-HSA-1236394,R-HSA-162582,R-HSA-5663202,R-HSA-199418,R-HSA-8863795,R-HSA-2219530,R-HSA-9664565,R-HSA-1227990,R-HSA-8848021,R-HSA-9006927,R-HSA-9006934,R-HSA-6811558,R-HSA-9665686,R-HSA-1227986	ENSG00000065361		0.4559480982087158	11.791479	7.6404667	-0.6527231	3
RMI2	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-5693537,R-HSA-5693568,R-HSA-5633007,R-HSA-1643685,R-HSA-9709603,R-HSA-9704331,R-HSA-9701192,R-HSA-9701193,R-HSA-9704646,R-HSA-5693554,R-HSA-1640170,R-HSA-5685942,R-HSA-69620,R-HSA-5693567,R-HSA-5693538,R-HSA-6804756,R-HSA-5693532,R-HSA-9709570,R-HSA-9701190,R-HSA-9675136,R-HSA-5693579,R-HSA-5693607,R-HSA-5693616	ENSG00000175643		0.3039653988058105	12.505047	1.3557019	1.2748747	3
RRAS2	R-HSA-162582	ENSG00000133818		0.4559480982087158	4.4921103	-12.191439	25.6865	1
CANT1	R-HSA-6798695	ENSG00000171302		0.15198269940290526	10.186058	4.5000544	-1.0949196	-1
NTRK3	R-HSA-1257604,R-HSA-2219528,R-HSA-9006925,R-HSA-1643685,R-HSA-162582,R-HSA-5663202,R-HSA-199418,R-HSA-2219530,R-HSA-9006934,R-HSA-6811558	ENSG00000140538		0.4559480982087158	11.733205	7.2870426	-1.1494405	3
TRRAP	R-HSA-3247509,R-HSA-4839726,R-HSA-195721,R-HSA-5688426,R-HSA-201681,R-HSA-201722,R-HSA-162582,R-HSA-5689880,R-HSA-597592	ENSG00000196367		0.4559480982087158	14.303065	5.0460944	-0.45677942	3
CNTRL	R-HSA-1643685,R-HSA-69278,R-HSA-1226099,R-HSA-5663202,R-HSA-1640170,R-HSA-5655302,R-HSA-1839124,R-HSA-5620912	ENSG00000119397		0.3039653988058105	10.469035	4.2063155	1.3054618	3
MAP2K2	R-HSA-5683057,R-HSA-1266738,R-HSA-5684996,R-HSA-5673001,R-HSA-1643685,R-HSA-162582,R-HSA-5663202,R-HSA-9006934,R-HSA-9675108	ENSG00000126934		0.3039653988058105	12.753848	5.930209	-0.100472815	3
PRDM16	R-HSA-3247509,R-HSA-4839726,R-HSA-1266738,R-HSA-3214841,R-HSA-9843745	ENSG00000142611		0.4559480982087158	15.478121	4.4666195	4.967546	3
RASGRP1	R-HSA-5683057,R-HSA-109582,R-HSA-5684996,R-HSA-2454202,R-HSA-1168372,R-HSA-5673001,R-HSA-162582,R-HSA-2871837,R-HSA-983705,R-HSA-416476,R-HSA-1280218	ENSG00000172575		0.547242201224045	11.727956	5.015415	-0.46083915	3
RSPO2	R-HSA-195721,R-HSA-201681,R-HSA-162582	ENSG00000147655		0.4559480982087158	-17.290415	10.758241	-0.75866497	-1
ZEB1	R-HSA-9764265,R-HSA-9764274,R-HSA-1266738,R-HSA-421270,R-HSA-418990,R-HSA-9759476,R-HSA-446728,R-HSA-1500931,R-HSA-9730414,R-HSA-9764560,R-HSA-9856651,R-HSA-449147	ENSG00000148516		0.3039653988058105	13.228292	3.9623537	3.5767508	3
DNM2	R-HSA-9764265,R-HSA-9764274,R-HSA-1266738,R-HSA-421270,R-HSA-418990,R-HSA-9759476,R-HSA-446728,R-HSA-1500931,R-HSA-1430728,R-HSA-162582,R-HSA-166016,R-HSA-168898,R-HSA-9764561,R-HSA-9766229,R-HSA-1280218,R-HSA-9006934,R-HSA-9675108	ENSG00000079805		0.4559480982087158	13.105119	4.0661764	3.1661365	3
NPM1	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-73886,R-HSA-1643685,R-HSA-9692914,R-HSA-5663202,R-HSA-1640170,R-HSA-2990846,R-HSA-3108232,R-HSA-8864260,R-HSA-9824446,R-HSA-597592,R-HSA-3899300	ENSG00000181163		0.4559480982087158	14.133455	3.070281	-0.18777436	3
POLD1	R-HSA-180786,R-HSA-1430728,R-HSA-73886,R-HSA-157579,R-HSA-69278,R-HSA-1640170,R-HSA-5685942,R-HSA-5693567,R-HSA-5693538,R-HSA-5693532	ENSG00000062822	2.0	0.4559480982087158	11.912566	2.26495	1.9692736	3
ATM	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-2559583,R-HSA-5633007,R-HSA-1474165,R-HSA-8953897,R-HSA-1643685,R-HSA-2262752,R-HSA-69541,R-HSA-1640170,R-HSA-6796648,R-HSA-1500620,R-HSA-69620,R-HSA-69580,R-HSA-69563,R-HSA-69615,R-HSA-5693567,R-HSA-5693538,R-HSA-6806003,R-HSA-6804757,R-HSA-2559586,R-HSA-5693532	ENSG00000149311		0.4559480982087158	12.391681	2.0857248	1.5888537	3
HOXA11	R-HSA-1266738,R-HSA-9830369	ENSG00000005073		0.3039653988058105	17.084614	2.7964265	7.303393	2
RAD50	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-5693537,R-HSA-5693568,R-HSA-2559583,R-HSA-5633007,R-HSA-1474165,R-HSA-8953897,R-HSA-912446,R-HSA-1643685,R-HSA-2262752,R-HSA-9709603,R-HSA-9704331,R-HSA-9701192,R-HSA-9701193,R-HSA-9704646,R-HSA-5693554,R-HSA-1640170,R-HSA-5685942,R-HSA-1500620,R-HSA-69620,R-HSA-5693567,R-HSA-5693538,R-HSA-6804756,R-HSA-2559586,R-HSA-5693532,R-HSA-9709570,R-HSA-9701190,R-HSA-9675136,R-HSA-5693579,R-HSA-5693607,R-HSA-5693616	ENSG00000113522		0.3039653988058105	12.2966385	1.4209456	1.1132044	3
SRC	R-HSA-8878171,R-HSA-5683057,R-HSA-73857,R-HSA-9006931,R-HSA-109582,R-HSA-212436,R-HSA-74160,R-HSA-9764265,R-HSA-9764274,R-HSA-1266738,R-HSA-421270,R-HSA-418990,R-HSA-8939211,R-HSA-9759476,R-HSA-1257604,R-HSA-446728,R-HSA-8878159,R-HSA-1500931,R-HSA-5684996,R-HSA-2219528,R-HSA-8934593,R-HSA-5673001,R-HSA-9006925,R-HSA-177929,R-HSA-190236,R-HSA-1643685,R-HSA-1236394,R-HSA-69278,R-HSA-162582,R-HSA-8878166,R-HSA-453279,R-HSA-6806834,R-HSA-9764561,R-HSA-9766229,R-HSA-186763,R-HSA-5663202,R-HSA-1640170,R-HSA-69236,R-HSA-69231,R-HSA-5654741,R-HSA-5654736,R-HSA-9006115,R-HSA-5654732,R-HSA-8941326,R-HSA-199418,R-HSA-186797,R-HSA-8876384,R-HSA-9013420,R-HSA-1280218,R-HSA-180292,R-HSA-418594,R-HSA-2219530,R-HSA-5654738,R-HSA-5654743,R-HSA-5654726,R-HSA-9006934,R-HSA-6811558,R-HSA-8940973,R-HSA-5218921,R-HSA-8941858,R-HSA-1251985,R-HSA-9675108,R-HSA-1227986,R-HSA-375165,R-HSA-5621481,R-HSA-418555,R-HSA-202733	ENSG00000197122		0.3039653988058105	12.024938	4.7693715	0.80499077	3
CSF3R	R-HSA-1266738,R-HSA-449147,R-HSA-9616222,R-HSA-9705462	ENSG00000119535	2.0	0.4559480982087158	13.8765745	4.316419	2.1018682	3
RPL5	R-HSA-1266738,R-HSA-156827,R-HSA-72613,R-HSA-72737,R-HSA-1430728,R-HSA-8953897,R-HSA-1643685,R-HSA-72766,R-HSA-2262752,R-HSA-71291,R-HSA-9824446,R-HSA-72706,R-HSA-9675108,R-HSA-72689,R-HSA-9711097	ENSG00000122406		0.4559480982087158	13.274795	2.5885148	-0.47692665	3
ZNF429	R-HSA-73857,R-HSA-212436,R-HSA-74160	ENSG00000197013		0.15198269940290526	17.910023	0.53419524	1.0157161	3
BTG1	R-HSA-73857,R-HSA-212436,R-HSA-74160	ENSG00000133639		0.4559480982087158	18.01738	0.54911304	0.9905257	3
NUP214	R-HSA-74160,R-HSA-1430728,R-HSA-8953897,R-HSA-1643685,R-HSA-69278,R-HSA-5619102,R-HSA-5619115,R-HSA-2262752,R-HSA-9609690,R-HSA-9609646,R-HSA-1640170,R-HSA-2990846,R-HSA-3108232,R-HSA-4570464,R-HSA-9824446,R-HSA-597592	ENSG00000126883		0.4559480982087158	12.824481	3.027903	-0.7792001	3
RPL10	R-HSA-1266738,R-HSA-156827,R-HSA-72613,R-HSA-72737,R-HSA-1430728,R-HSA-8953897,R-HSA-1643685,R-HSA-72766,R-HSA-2262752,R-HSA-71291,R-HSA-9824446,R-HSA-72706,R-HSA-9675108,R-HSA-72689,R-HSA-9711097	ENSG00000147403		0.4559480982087158	13.166185	2.6218915	-0.41639	3
SH2B3	R-HSA-109582,R-HSA-983231,R-HSA-162582,R-HSA-9006934	ENSG00000111252		0.4559480982087158	13.445995	5.747065	0.8380674	3
IL12A	R-HSA-449147,R-HSA-6783783	ENSG00000168811		0.38101480872443033	14.594358	9.2176695	-4.2271614	-1
MTOR	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-1257604,R-HSA-2219528,R-HSA-9856530,R-HSA-5633007,R-HSA-9006925,R-HSA-8953897,R-HSA-1643685,R-HSA-162582,R-HSA-2262752,R-HSA-5663202,R-HSA-9855142,R-HSA-9860931,R-HSA-1280218,R-HSA-9006934,R-HSA-6806003,R-HSA-5674400,R-HSA-6804757,R-HSA-6807070,R-HSA-9711097	ENSG00000198793		0.4559480982087158	12.333921	5.0803475	0.44488338	3
JAK3	R-HSA-5683057,R-HSA-5684996,R-HSA-5673001,R-HSA-1643685,R-HSA-162582,R-HSA-449147,R-HSA-8854691,R-HSA-9824446,R-HSA-9006934	ENSG00000105639		0.4559480982087158	12.808815	6.366074	-0.693875	3
ZNRF3	R-HSA-195721,R-HSA-201681,R-HSA-162582	ENSG00000183579		0.3039653988058105	-17.22809	10.820571	-0.8209903	-1
CSF1R	R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-8853884,R-HSA-449147	ENSG00000182578		0.3039653988058105	16.057886	2.4647956	1.047646	3
LMO2	R-HSA-8939236,R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-8878171	ENSG00000135363		0.3039653988058105	17.231121	1.3689511	1.0808606	3
MUTYH	R-HSA-1643685	ENSG00000132781		0.3039653988058105	12.47369	0.76355827	-0.7830017	-1
PCM1	R-HSA-69278,R-HSA-1640170,R-HSA-5620912	ENSG00000078674		0.4559480982087158	11.32218	3.100935	1.8622531	3
PPM1D	R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-8878166	ENSG00000170836		0.4559480982087158	17.39442	1.1027344	0.9154592	3
DCC	R-HSA-1266738,R-HSA-5357801,R-HSA-109581,R-HSA-9675108	ENSG00000187323		0.3039653988058105	15.050782	4.3311386	3.5784323	3
BMPR1A	R-HSA-162582,R-HSA-9006936	ENSG00000107779		0.4559480982087158	4.7540154	-11.953237	25.452744	1
CCL2	R-HSA-373076,R-HSA-375276,R-HSA-380108,R-HSA-9755511,R-HSA-500792,R-HSA-8953897,R-HSA-9711123,R-HSA-162582,R-HSA-2262752,R-HSA-9759194,R-HSA-449147,R-HSA-6783783	ENSG00000108691		0.503216465661536	12.572304	6.139486	0.26655486	3
CTNNA1	R-HSA-9764265,R-HSA-9764274,R-HSA-1266738,R-HSA-421270,R-HSA-418990,R-HSA-9759476,R-HSA-446728,R-HSA-1500931,R-HSA-162582,R-HSA-9764561,R-HSA-9766229,R-HSA-9006934,R-HSA-525793	ENSG00000044115		0.3039653988058105	13.134248	3.87919	3.414475	3
PBX1	R-HSA-1266738,R-HSA-9013508,R-HSA-452723,R-HSA-9012852,R-HSA-5619507,R-HSA-5617472,R-HSA-162582,R-HSA-157118	ENSG00000185630		0.607930797611621	14.4208	5.6616	1.4036571	3
COL3A1	R-HSA-1266738,R-HSA-162582,R-HSA-6806834,R-HSA-186797,R-HSA-1280218,R-HSA-3000171,R-HSA-9006934,R-HSA-9675108,R-HSA-3000178,R-HSA-1474228,R-HSA-375165	ENSG00000168542		0.3039653988058105	13.534614	4.898855	1.4176484	3
FCGR2B	R-HSA-1280218	ENSG00000072694		0.4559480982087158	10.447709	3.463042	-1.9175957	-1
FOXO1	R-HSA-5683057,R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-1257604,R-HSA-2219528,R-HSA-9006925,R-HSA-1643685,R-HSA-5687128,R-HSA-162582,R-HSA-9617828,R-HSA-5663202,R-HSA-449147,R-HSA-5674400	ENSG00000150907		0.4559480982087158	12.98332	5.1688004	-0.2695992	3
ATR	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-5633007,R-HSA-1474165,R-HSA-8953897,R-HSA-1643685,R-HSA-2262752,R-HSA-1640170,R-HSA-5685942,R-HSA-6796648,R-HSA-1500620,R-HSA-69620,R-HSA-5693567,R-HSA-5693538,R-HSA-6804756,R-HSA-5693532,R-HSA-9709570,R-HSA-9701190,R-HSA-9675136,R-HSA-5693579,R-HSA-5693607,R-HSA-5693616,R-HSA-6783310	ENSG00000175054		0.4559480982087158	12.377337	1.5485531	1.625385	3
CARD11	R-HSA-2454202,R-HSA-1168372,R-HSA-202424,R-HSA-202403,R-HSA-2871837,R-HSA-983705,R-HSA-1280218,R-HSA-5621481	ENSG00000198286		0.4559480982087158	10.689154	3.6190717	-1.4825927	3
HGF	R-HSA-5683057,R-HSA-109582,R-HSA-1257604,R-HSA-5684996,R-HSA-2219528,R-HSA-5673001,R-HSA-9006925,R-HSA-1643685,R-HSA-162582,R-HSA-6806834,R-HSA-5663202,R-HSA-199418,R-HSA-449147,R-HSA-2219530,R-HSA-9006934,R-HSA-6811558,R-HSA-76005,R-HSA-8851805	ENSG00000019991		0.4559480982087158	12.363962	7.1438723	-0.6086016	3
NF2	R-HSA-162582	ENSG00000186575		0.3039653988058105	4.821191	-11.884061	25.932121	1
NR3C2	R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-8953897,R-HSA-2262752,R-HSA-2990846,R-HSA-3108232,R-HSA-597592,R-HSA-383280	ENSG00000151623		0.495805523421802	14.502898	3.2274098	0.10045265	3
RGS7	R-HSA-162582,R-HSA-418594	ENSG00000182901		0.3039653988058105	5.3822527	6.804755	13.986369	4
ATP2B3	R-HSA-109582	ENSG00000067842		0.4559480982087158	12.389724	5.3134527	2.0665827	-1
COX6C	R-HSA-611105,R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-1428517,R-HSA-1430728,R-HSA-8953897,R-HSA-9711123,R-HSA-2262752	ENSG00000164919		0.15198269940290526	12.857167	1.9780864	1.4714122	3
EXT1	R-HSA-1430728,R-HSA-1643685	ENSG00000182197		0.4559480982087158	12.600027	1.7551191	-0.6816174	3
SMARCE1	R-HSA-8878171,R-HSA-3247509,R-HSA-4839726,R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-9730414,R-HSA-9933939,R-HSA-9856651,R-HSA-3214858,R-HSA-212165,R-HSA-8939243	ENSG00000073584		0.3039653988058105	15.462259	3.4343169	3.4697332	3
FAS	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-162582,R-HSA-5357801,R-HSA-109581	ENSG00000026103		0.3039653988058105	15.332046	3.533944	1.4043539	3
NCOA2	R-HSA-3247509,R-HSA-4839726,R-HSA-9006931,R-HSA-74160,R-HSA-1266738,R-HSA-8939211,R-HSA-9018519,R-HSA-1430728,R-HSA-8953897,R-HSA-9711123,R-HSA-162582,R-HSA-2262752,R-HSA-2990846,R-HSA-3108232,R-HSA-9933387,R-HSA-9843745,R-HSA-597592,R-HSA-212165,R-HSA-3899300	ENSG00000140396		0.4559480982087158	13.577659	4.626346	0.8354034	3
PML	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-1266738,R-HSA-1257604,R-HSA-5633007,R-HSA-8934593,R-HSA-9006925,R-HSA-1643685,R-HSA-162582,R-HSA-9609690,R-HSA-9609646,R-HSA-2990846,R-HSA-3108232,R-HSA-6804758,R-HSA-9616222,R-HSA-9824446,R-HSA-597592,R-HSA-6807070,R-HSA-8878171	ENSG00000140464		0.4559480982087158	14.641382	3.4054182	0.1884247	3
RAD21	R-HSA-9006931,R-HSA-8939211,R-HSA-9018519,R-HSA-1474165,R-HSA-69278,R-HSA-162582,R-HSA-1640170,R-HSA-2990846,R-HSA-3108232,R-HSA-1500620,R-HSA-597592	ENSG00000164754		0.4559480982087158	13.872001	5.736573	-0.50578	3
SLC22A4	R-HSA-425407	ENSG00000197208		0.10927195609482729	12.788057	5.507456	2.5788257	-1
BTG2	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160	ENSG00000159388		0.15198269940290526	16.735655	1.6324394	1.0615919	3
NDUFB1	R-HSA-611105,R-HSA-1428517,R-HSA-1430728	ENSG00000183648		0.05197111053016773	14.879173	21.107527	7.093337	0
SDHC	R-HSA-611105,R-HSA-1428517,R-HSA-1430728,R-HSA-71403	ENSG00000143252		0.3039653988058105	14.318057	21.329285	7.089556	0
ID3	R-HSA-162582,R-HSA-9006934	ENSG00000117318		0.15198269940290526	11.461168	7.9566965	-0.6313275	3
MUC6	R-HSA-1643685,R-HSA-597592,R-HSA-5621481	ENSG00000184956		0.3039653988058105	12.16617	2.918277	-1.5085274	3
PTCH1	R-HSA-500792,R-HSA-162582	ENSG00000185920		0.4559480982087158	5.835499	6.767396	13.75105	4
RNF43	R-HSA-195721,R-HSA-1643685,R-HSA-201681,R-HSA-162582,R-HSA-5663202	ENSG00000108375		0.3039653988058105	12.8306465	6.2364955	-0.50385636	3
TET1	R-HSA-74160,R-HSA-212165	ENSG00000138336		0.4559480982087158	17.729343	0.9725492	2.602519	3
CD209	R-HSA-1643685,R-HSA-1280218,R-HSA-9824446,R-HSA-5621481	ENSG00000090659		0.3039653988058105	11.782567	3.4216297	-1.0879117	3
TET2	R-HSA-74160,R-HSA-1266738,R-HSA-1474165,R-HSA-212165	ENSG00000168769		0.4559480982087158	15.590429	3.7423062	3.7492745	3
AHI1	R-HSA-5620912	ENSG00000135541		0.04220615138462946	12.994084	4.7110114	2.8854492	-1
SOX2	R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-452723,R-HSA-195721,R-HSA-9730414,R-HSA-201681,R-HSA-9856649,R-HSA-162582,R-HSA-9856651,R-HSA-9754189,R-HSA-3769402,R-HSA-9758941,R-HSA-449147	ENSG00000181449		0.4559480982087158	14.454574	4.443958	2.0578222	3
ARHGEF10	R-HSA-162582	ENSG00000104728		0.3039653988058105	4.518711	-12.046199	25.718765	1
CDK12	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-6796648	ENSG00000167258		0.4559480982087158	16.457209	1.7016581	1.1241587	3
CRNKL1	R-HSA-72172,R-HSA-72163	ENSG00000101343		0.3039653988058105	15.578128	4.727625	1.7773122	-1
IL7R	R-HSA-8856825,R-HSA-449147	ENSG00000168685		0.4559480982087158	12.197448	4.7214932	-0.20218037	3
BRCA1	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-1266738,R-HSA-5693537,R-HSA-5693568,R-HSA-9755511,R-HSA-5688426,R-HSA-5633007,R-HSA-1474165,R-HSA-8953897,R-HSA-912446,R-HSA-1643685,R-HSA-9730414,R-HSA-9711123,R-HSA-2262752,R-HSA-9709603,R-HSA-9704331,R-HSA-9701192,R-HSA-9701193,R-HSA-9704646,R-HSA-9856651,R-HSA-5693554,R-HSA-1640170,R-HSA-5685942,R-HSA-2990846,R-HSA-3108232,R-HSA-6796648,R-HSA-1500620,R-HSA-69620,R-HSA-5693567,R-HSA-5693538,R-HSA-6804756,R-HSA-597592,R-HSA-8953750,R-HSA-5693532,R-HSA-9709570,R-HSA-9701190,R-HSA-9675136,R-HSA-5693579,R-HSA-5693607,R-HSA-5693616	ENSG00000012048		0.4559480982087158	12.704714	1.5236663	1.2852428	3
CDX2	R-HSA-1266738	ENSG00000165556		0.3039653988058105	16.939104	2.8908012	7.281976	2
ERCC2	R-HSA-73857,R-HSA-75955,R-HSA-112382,R-HSA-674695,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-1430728,R-HSA-1643685,R-HSA-6796648,R-HSA-9824446,R-HSA-212165	ENSG00000104884		0.4559480982087158	15.536472	2.2535634	1.0200267	3
ZCCHC8	R-HSA-74160,R-HSA-212165	ENSG00000033030		0.15198269940290526	17.649628	1.0219117	2.5324016	3
TBX3	R-HSA-1266738,R-HSA-9730414,R-HSA-9856649	ENSG00000135111		0.4559480982087158	16.509161	3.4395254	7.225242	2
ARID5B	R-HSA-3247509,R-HSA-4839726	ENSG00000150347		0.8092948516471736	15.195864	5.1849375	5.8834376	-1
BCL9L	R-HSA-195721,R-HSA-201681,R-HSA-201722,R-HSA-162582,R-HSA-3769402	ENSG00000186174		0.3039653988058105	-17.205547	10.843113	-0.8435373	-1
KMT2C	R-HSA-3247509,R-HSA-4839726,R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-1266738,R-HSA-3214841,R-HSA-5619507,R-HSA-5617472,R-HSA-8936459,R-HSA-212165,R-HSA-8878171	ENSG00000055609		0.4559480982087158	15.35555	3.4032543	3.2713344	3
PAX3	R-HSA-3247509,R-HSA-4839726,R-HSA-1266738,R-HSA-9730414,R-HSA-9856649,R-HSA-9758941	ENSG00000135903		0.4559480982087158	15.599797	4.229591	4.716272	3
SHTN1	R-HSA-1266738,R-HSA-9675108	ENSG00000187164		0.3039653988058105	1.4558691	-1.2903025	-9.030135	2
STK11	R-HSA-73857,R-HSA-212436,R-HSA-3700989,R-HSA-74160,R-HSA-5633007,R-HSA-1430728,R-HSA-162582,R-HSA-6804756	ENSG00000118046		0.3039653988058105	15.602624	2.7671425	0.8140235	3
TPR	R-HSA-74160,R-HSA-1430728,R-HSA-8953897,R-HSA-1643685,R-HSA-69278,R-HSA-5619102,R-HSA-5619115,R-HSA-2262752,R-HSA-9609690,R-HSA-9609646,R-HSA-5663202,R-HSA-1640170,R-HSA-2990846,R-HSA-3108232,R-HSA-4570464,R-HSA-9824446,R-HSA-597592	ENSG00000047410		0.3039653988058105	12.52461	2.9176323	-0.87593484	3
PIK3R1	R-HSA-5683057,R-HSA-9006931,R-HSA-109582,R-HSA-1266738,R-HSA-1483255,R-HSA-1483257,R-HSA-1660499,R-HSA-8939211,R-HSA-1257604,R-HSA-1500931,R-HSA-1963642,R-HSA-5684996,R-HSA-2219528,R-HSA-210993,R-HSA-5654708,R-HSA-9682385,R-HSA-2404192,R-HSA-2428928,R-HSA-2428924,R-HSA-2454202,R-HSA-1430728,R-HSA-5673001,R-HSA-9006925,R-HSA-177929,R-HSA-190236,R-HSA-112399,R-HSA-1643685,R-HSA-109704,R-HSA-9671555,R-HSA-1236394,R-HSA-198203,R-HSA-162582,R-HSA-2172127,R-HSA-2424491,R-HSA-5654687,R-HSA-202424,R-HSA-1226099,R-HSA-9703465,R-HSA-202403,R-HSA-6806834,R-HSA-9703648,R-HSA-186763,R-HSA-5663202,R-HSA-5654696,R-HSA-5654716,R-HSA-5655332,R-HSA-9673770,R-HSA-9673767,R-HSA-5655302,R-HSA-5654741,R-HSA-5654736,R-HSA-9006115,R-HSA-983705,R-HSA-416476,R-HSA-5655253,R-HSA-199418,R-HSA-186797,R-HSA-449147,R-HSA-9013420,R-HSA-1280218,R-HSA-180292,R-HSA-2219530,R-HSA-5654738,R-HSA-5654743,R-HSA-1839124,R-HSA-9664565,R-HSA-1227990,R-HSA-9013404,R-HSA-9006934,R-HSA-6811558,R-HSA-9675108,R-HSA-1227986,R-HSA-5655291,R-HSA-9013423,R-HSA-202733,R-HSA-74752,R-HSA-74751	ENSG00000145675		0.4559480982087158	10.861	6.396101	0.5369131	3
BCL7A	R-HSA-4839726,R-HSA-74160,R-HSA-1266738,R-HSA-9730414,R-HSA-9933939,R-HSA-9856651,R-HSA-212165	ENSG00000110987		0.3039653988058105	15.587647	3.9224515	4.3313665	3
NFIB	R-HSA-74160	ENSG00000147862		0.3039653988058105	17.882946	0.82941425	2.4940372	3
RBM10	R-HSA-72172,R-HSA-72163	ENSG00000182872		0.4559480982087158	15.674742	4.8270793	1.7148594	-1
BMI1	R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-1257604,R-HSA-2559583,R-HSA-9006925,R-HSA-8953897,R-HSA-2559580,R-HSA-162582,R-HSA-2262752,R-HSA-2990846,R-HSA-3108232,R-HSA-4570464,R-HSA-597592,R-HSA-8953750,R-HSA-6807070,R-HSA-8939243,R-HSA-8878171	ENSG00000168283		0.03653406926485558	14.321324	4.1152225	-0.028556224	3
FLT4	R-HSA-9856530,R-HSA-8953897,R-HSA-162582,R-HSA-9855142,R-HSA-9860931,R-HSA-157118,R-HSA-9013694,R-HSA-9006934,R-HSA-9013695	ENSG00000037280		0.4559480982087158	12.869788	6.5211787	0.213625	3
SLC7A10	R-HSA-109582,R-HSA-425407,R-HSA-202733	ENSG00000130876		0.4835731393518083	12.367856	5.4178042	2.2665937	-1
DLD	R-HSA-9006931,R-HSA-1428517,R-HSA-1430728,R-HSA-1643685,R-HSA-162582,R-HSA-71291,R-HSA-71403	ENSG00000091140		0.5120559356350997	13.718816	4.8321047	-0.62204874	3
EZH2	R-HSA-3247509,R-HSA-4839726,R-HSA-73857,R-HSA-212436,R-HSA-74160,R-HSA-9764265,R-HSA-9764274,R-HSA-1266738,R-HSA-421270,R-HSA-418990,R-HSA-9759476,R-HSA-1257604,R-HSA-446728,R-HSA-3214841,R-HSA-1500931,R-HSA-2559583,R-HSA-9006925,R-HSA-8953897,R-HSA-5619507,R-HSA-5617472,R-HSA-1643685,R-HSA-9764560,R-HSA-2559580,R-HSA-162582,R-HSA-2262752,R-HSA-9609690,R-HSA-9609646,R-HSA-9824446,R-HSA-8953750,R-HSA-6807070,R-HSA-212165,R-HSA-9645723	ENSG00000106462		0.4559480982087158	12.899626	3.9786816	1.9943172	3
POLG	R-HSA-9007101	ENSG00000140521		0.15198269940290526	12.003597	2.7047157	2.7953436	-1
SLC45A3	R-HSA-425407	ENSG00000158715		0.15198269940290526	12.682383	5.474916	2.5424826	-1
ATF1	R-HSA-162582,R-HSA-166016,R-HSA-168898,R-HSA-448424,R-HSA-937061,R-HSA-166166,R-HSA-449147,R-HSA-9006934,R-HSA-168164,R-HSA-166058,R-HSA-181438,R-HSA-168179,R-HSA-168188	ENSG00000123268		0.4559480982087158	10.87261	5.0056005	-0.6410587	3
PDGFRA	R-HSA-5683057,R-HSA-1257604,R-HSA-5684996,R-HSA-2219528,R-HSA-5673001,R-HSA-9006925,R-HSA-1643685,R-HSA-9671555,R-HSA-162582,R-HSA-186763,R-HSA-5663202,R-HSA-9673770,R-HSA-9673767,R-HSA-199418,R-HSA-186797,R-HSA-2219530,R-HSA-9006934,R-HSA-6811558	ENSG00000134853		0.4559480982087158	11.5411825	7.399588	-1.0079218	3
RIN3	R-HSA-9007101	ENSG00000100599		0.06882204295830849	12.067458	2.8144023	2.7591727	-1
DDX3X	R-HSA-6798695	ENSG00000215301		0.4559480982087158	10.232601	4.5689178	-1.0187016	-1
FIP1L1	R-HSA-73857,R-HSA-74160,R-HSA-1643685,R-HSA-9671555,R-HSA-5663202	ENSG00000145216		0.3039653988058105	11.527027	3.7410676	1.0122097	3
